cut,flute_1,flute_2,flute_3,
50,92.65625657,100.4822915,85.80266746,92.98040518
51,93.36064421,100.9076015,86.2626937,93.51031314
52,94.06848117,101.3329116,86.72271995,94.04137091
53,94.77873996,101.7582217,87.18274619,94.57323595
54,95.49038474,102.1835317,87.64277243,95.10556296
55,96.20237554,102.6088418,88.10279867,95.63800534
56,96.91367223,103.0341519,88.56282492,96.17021635
57,97.62323828,103.4594619,89.02285116,96.70185045
58,98.33004431,103.884772,89.4828774,97.23256457
59,99.03307145,104.3100821,89.94290365,97.76201907
60,99.73131453,104.7353921,90.40292989,98.28987884
61,100.423785,105.1607022,90.86295613,98.81581444
62,101.1095138,105.5860122,91.32298238,99.33950279
63,101.7875539,106.0113223,91.78300862,99.86062827
64,102.4569826,106.4366324,92.24303486,100.3788833
65,103.1169041,106.4907197,92.79017713,100.799267
66,103.7664512,106.5448071,93.3373194,101.2161926
67,104.4047877,106.5988945,93.88446166,101.6293813
68,105.0311097,106.6529819,94.43160393,102.0385652
69,105.6446474,106.7070692,94.97874619,102.4434876
70,106.2446665,106.7611566,95.52588846,102.8439039
71,106.8304699,106.815244,96.07303072,103.2395815
72,107.4013983,106.8693313,96.62017299,103.6303009
73,107.9568315,106.9234187,97.16731525,104.0158552
74,108.4961893,106.9775061,97.71445752,104.396051
75,109.0189324,107.0315934,98.26159979,104.7707085
76,109.524563,107.0856808,98.80874205,105.139662
77,110.0126251,107.1397682,99.35588432,105.5027592
78,110.4827052,107.1938555,99.90302658,105.8598624
79,110.9344325,107.2479429,100.4501688,106.2108481
80,111.3674791,107.3020303,100.9973111,106.5556068
81,111.7815604,107.3561177,101.5444534,106.8940438
82,112.1764343,107.410205,102.0915956,107.2260783
83,112.5519021,107.4642924,102.6387379,107.5516441
84,112.9078077,107.5183798,103.1858802,107.8706892
85,113.2440373,107.5724671,103.7330224,108.1831756
86,113.5605194,107.6265545,104.2801647,108.4890795
87,113.8572241,107.6806419,104.827307,108.788391
88,114.1341627,107.7347292,105.3744492,109.0811137
89,114.391387,107.7888166,105.9215915,109.367265
90,114.6289887,107.842904,106.4687338,109.6468755
91,114.8470987,107.8969914,107.015876,109.9199887
92,115.0458861,107.9510787,107.5630183,110.186661
93,115.2255578,108.0051661,108.1101606,110.4469615
94,115.386357,108.0592535,108.6573028,110.7009711
95,115.5285627,108.1133408,109.2044451,110.9487829
96,115.6524886,108.1674282,109.7515874,111.1905014
97,115.7584818,108.3737331,109.9420823,111.3580991
98,115.8469217,108.580038,110.1325772,111.5198456
99,115.9182194,108.786343,110.3230721,111.6758782
100,115.9728158,108.9926479,110.513567,111.8263436
101,116.0111807,109.1989528,110.7040619,111.9713985
102,116.0338116,109.4052577,110.8945568,112.1112087
103,116.0412323,109.6115626,111.0850517,112.2459489
104,116.0412323,109.8178676,111.2755466,112.3782155
105,116.0412323,110.0241725,111.4660415,112.5104821
106,116.0412323,110.2304774,111.6565364,112.6427487
107,116.0412323,110.4367823,111.8470313,112.7750153
108,116.0412323,110.6430872,112.0375262,112.9072819
109,116.0412323,110.8493922,112.2280211,113.0395485
110,116.0412323,111.0556971,112.418516,113.1718151
111,116.0412323,111.262002,112.6090109,113.3040817
112,116.0412323,111.4683069,112.7995058,113.4363483
113,116.0412323,111.6746118,112.9900007,113.5686149
114,116.0412323,111.8809168,113.1804956,113.7008816
115,116.0412323,112.0872217,113.3709905,113.8331482
116,116.0412323,112.2935266,113.5614855,113.9654148
117,116.0412323,112.4998315,113.7519804,114.0976814
118,116.0412323,112.7061364,113.9424753,114.229948
119,116.0412323,112.9124414,114.1329702,114.3622146
120,116.0412323,113.1187463,114.3234651,114.4944812
121,116.0412323,113.3250512,114.51396,114.6267478
122,116.0412323,113.5313561,114.7044549,114.7590144
123,116.0412323,113.737661,114.8949498,114.891281
124,116.0412323,113.943966,115.0854447,115.0235477
125,116.0412323,114.1502709,115.2759396,115.1558143
126,116.0412323,114.3565758,115.4664345,115.2880809
127,116.0412323,114.5628807,115.6569294,115.4203475
128,116.0412323,114.7691856,115.8474243,115.5526141
129,116.0412323,114.840982,116.0603334,115.6475159
130,116.0412323,114.9127783,116.2732426,115.7424177
131,116.0412323,114.9845746,116.4861517,115.8373195
132,116.0412323,115.056371,116.6990608,115.9322214
133,116.0412323,115.1281673,116.9119699,116.0271232
134,116.0412323,115.1999636,117.1248791,116.122025
135,116.0412323,115.27176,117.3377882,116.2169268
136,116.0412323,115.3435563,117.5506973,116.3118286
137,116.0412323,115.4153526,117.7636065,116.4067305
138,116.0412323,115.487149,117.9765156,116.5016323
139,116.0412323,115.5589453,118.1894247,116.5965341
140,116.0412323,115.6307416,118.4023338,116.6914359
141,116.0412323,115.7025379,118.615243,116.7863377
142,116.0412323,115.7743343,118.8281521,116.8812396
143,116.0412323,115.8461306,119.0410612,116.9761414
144,116.0412323,115.9179269,119.2539704,117.0710432
145,116.0412323,115.9897233,119.4668795,117.165945
146,116.0412323,116.0615196,119.6797886,117.2608468
147,116.0412323,116.1333159,119.8926977,117.3557486
148,116.0412323,116.2051123,120.1056069,117.4506505
149,116.0412323,116.2769086,120.318516,117.5455523
150,116.0412323,116.3487049,120.5314251,117.6404541
151,116.0412323,116.4205013,120.7443343,117.735356
152,116.0412323,116.4922976,120.9572434,117.8302578
153,116.0412323,116.5640939,121.1701525,117.9251596
154,116.0412323,116.6358903,121.3830616,118.0200614
155,116.0412323,116.7076866,121.5959708,118.1149632
156,116.0412323,116.7794829,121.8088799,118.209865
157,116.0412323,116.8512792,122.021789,118.3047668
158,116.0412323,116.9230756,122.2346982,118.3996687
159,116.0412323,116.9948719,122.4476073,118.4945705
160,116.0412323,117.0666682,122.6605164,118.5894723
161,116.0412323,117.287211,122.9007941,118.7430791
162,116.0412323,117.5077538,123.1410717,118.8966859
163,116.0412323,117.7282966,123.3813494,119.0502928
164,116.0412323,117.9488394,123.6216271,119.2038996
165,116.0412323,118.1693822,123.8619047,119.3575064
166,116.0412323,118.389925,124.1021824,119.5111132
167,116.0412323,118.6104678,124.34246,119.66472
168,116.0412323,118.8310106,124.5827377,119.8183269
169,116.0412323,119.0515534,124.8230154,119.9719337
170,116.0412323,119.2720961,125.063293,120.1255405
171,116.2270765,119.4926389,125.3035707,120.3410954
172,116.6029478,119.7131817,125.5438483,120.6199926
173,116.9916592,119.9337245,125.784126,120.9031699
174,117.3928337,120.1542673,126.0244037,121.1905016
175,117.8060712,120.3748101,126.2646813,121.4818542
176,118.2309499,120.5953529,126.504959,121.7770873
177,118.6670268,120.8158957,126.7452367,122.0760531
178,119.1138385,121.0364385,126.9855143,122.3785971
179,119.5709023,121.2569813,127.225792,122.6845585
180,120.0377171,121.477524,127.4660696,122.9937702
181,120.5137642,121.6980668,127.7063473,123.3060594
182,120.9985086,121.9186096,127.946625,123.6212477
183,121.4914,122.1391524,128.1869026,123.9391517
184,121.9918734,122.3596952,128.4271803,124.259583
185,122.4993512,122.580238,128.6674579,124.582349
186,123.0132434,122.8007808,128.9077356,124.9072533
187,123.5329492,123.0213236,129.1480133,125.2340954
188,124.0578583,123.2418664,129.3882909,125.5626719
189,124.5873519,123.4624092,129.6285686,125.8927766
190,125.1208041,123.6829519,129.8688462,126.2242007
191,125.6575832,123.9034947,130.1091239,126.5567339
192,126.1970529,124.1240375,130.3494016,126.890164
193,126.7385738,124.8334912,131.0330779,127.5350476
194,127.2815045,125.5429449,131.7167543,128.1804012
195,127.8252031,126.2523985,132.4004307,128.8260108
196,128.3690289,126.9618522,133.084107,129.4716627
197,128.912343,127.6713059,133.7677834,130.1171441
198,129.4545105,128.3807596,134.4514598,130.7622433
199,129.9949016,129.0902132,135.1351362,131.4067503
200,130.532893,129.7996669,135.8188125,132.0504575
201,131.0678691,130.5091206,136.5024889,132.6931595
202,131.5992242,131.2185743,137.1861653,133.3346546
203,132.1263628,131.9280279,137.8698416,133.9747441
204,132.6487023,132.6374816,138.553518,134.613234
205,133.1656732,133.3469353,139.2371944,135.2499343
206,133.6767215,134.056389,139.9208707,135.8846604
207,134.1813097,134.7658426,140.6045471,136.5172331
208,134.678918,135.4752963,141.2882235,137.1474793
209,135.1690461,136.18475,141.9718998,137.775232
210,135.6512144,136.8942036,142.6555762,138.4003314
211,136.1249653,137.6036573,143.3392526,139.0226251
212,136.5898649,138.313111,144.022929,139.6419683
213,137.0455035,139.0225647,144.7066053,140.2582245
214,137.491498,139.7320183,145.3902817,140.871266
215,137.9274922,140.441472,146.0739581,141.4809741
216,138.3531587,141.1509257,146.7576344,142.0872396
217,138.7681996,141.8603794,147.4413108,142.6899633
218,139.1723481,142.569833,148.1249872,143.2890561
219,139.5653693,143.2792867,148.8086635,143.8844398
220,139.9470615,143.9887404,149.4923399,144.4760473
221,140.3172571,144.6981941,150.1760163,145.0638225
222,140.6758236,145.4076477,150.8596926,145.6477213
223,141.0226648,146.1171014,151.543369,146.2277117
224,141.3577211,146.8265551,152.2270454,146.8037739
225,141.680971,147.9628628,153.5255936,147.7231425
226,141.9924313,149.0991705,154.8241418,148.6385812
227,142.2921584,150.2354782,156.12269,149.5501089
228,142.5802481,151.3717859,157.4212382,150.4577574
229,142.856837,152.5080936,158.7197863,151.3615723
230,143.1221024,153.6444013,160.0183345,152.2616127
231,143.3762632,154.780709,161.3168827,153.1579516
232,143.6195797,155.9170167,162.6154309,154.0506758
233,143.8523541,157.0533244,163.9139791,154.9398859
234,144.0749307,158.1896321,165.2125273,155.8256967
235,144.2876959,159.3259398,166.5110755,156.7082371
236,144.4910781,160.4622475,167.8096237,157.5876498
237,144.6855475,161.5985552,169.1081719,158.4640915
238,144.8716163,162.7348629,170.4067201,159.3377331
239,145.0498375,163.8711706,171.7052683,160.2087588
240,145.2208054,165.0074783,173.0038165,161.0773667
241,145.3851541,166.143786,174.3023646,161.9437682
242,145.5435575,167.2800937,175.6009128,162.808188
243,145.6967283,168.4164014,176.899461,163.6708636
244,145.8454166,169.5527091,178.1980092,164.532045
245,145.9904093,170.6890168,179.4965574,165.3919945
246,146.1325289,171.8253245,180.7951056,166.2509863
247,146.2726316,172.9616322,182.0936538,167.1093059
248,146.4116064,174.0979399,183.392202,167.9672494
249,146.550373,175.2342476,184.6907502,168.8251236
250,146.6898802,176.3705554,185.9892984,169.6832447
251,146.8311038,177.5068631,187.2878466,170.5419378
252,146.9750444,178.6431708,188.5863948,171.4015367
253,147.1227254,179.7794785,189.8849429,172.2623823
254,147.2751901,180.9157862,191.1834911,173.1248225
255,147.4334992,182.0520939,192.4820393,173.9892108
256,147.5987281,183.1884016,193.7805875,174.8559057
257,147.7719636,183.779055,194.9262222,175.4924136
258,147.9543008,184.3697084,196.0718569,176.1319554
259,148.1468398,184.9603618,197.2174916,176.7748977
260,148.3506817,185.5510152,198.3631263,177.4216077
261,148.5669251,186.1416687,199.5087611,178.0724516
262,148.7966619,186.7323221,200.6543958,178.7277933
263,149.0409732,187.3229755,201.8000305,179.3879931
264,149.3009244,187.9136289,202.9456652,180.0534062
265,149.5775609,188.5042823,204.0912999,180.724381
266,149.871903,189.0949358,205.2369346,181.4012578
267,150.1849406,189.6855892,206.3825693,182.0843664
268,150.517628,190.2762426,207.528204,182.7740249
269,150.870878,190.866896,208.6738387,183.4705376
270,151.245556,191.4575494,209.8194734,184.1741929
271,151.6424737,192.0482029,210.9651081,184.8852616
272,152.0623831,192.6388563,212.1107428,185.6039941
273,152.5059689,193.2295097,213.2563775,186.3306187
274,152.9738426,193.8201631,214.4020122,187.0653393
275,153.4665341,194.4108165,215.5476469,187.8083325
276,153.9844848,195.0014699,216.6932816,188.5597454
277,154.5280396,195.5921234,217.8389164,189.3196931
278,155.0974384,196.1827768,218.9845511,190.0882554
279,155.6928081,196.7734302,220.1301858,190.8654747
280,156.3141533,197.3640836,221.2758205,191.6513525
281,156.9613477,197.954737,222.4214552,192.4458466
282,157.634124,198.5453905,223.5670899,193.2488681
283,158.3320649,199.1360439,224.7127246,194.0602778
284,159.0545922,199.7266973,225.8583593,194.8798829
285,159.800957,200.3173507,227.003994,195.7074339
286,160.5702285,200.9080041,228.1496287,196.5426204
287,161.361283,201.4986576,229.2952634,197.385068
288,162.1727923,202.089311,230.4408981,198.2343338
289,163.0032119,203.259123,230.5992333,198.9538561
290,163.8507685,204.4289351,230.7575685,199.6790907
291,164.7134478,205.5987472,230.9159037,200.4093662
292,165.5889811,206.7685593,231.0742389,201.1439264
293,166.4748318,207.9383713,231.2325741,201.8819257
294,167.3681819,209.1081834,231.3909093,202.6224249
295,168.2659177,210.2779955,231.5492445,203.3643859
296,169.1646147,211.4478075,231.7075797,204.1066673
297,170.0605234,212.6176196,231.8659149,204.8480193
298,170.9495527,213.7874317,232.0242501,205.5870782
299,171.827255,214.9572437,232.1825853,206.3223613
300,172.688809,216.1270558,232.3409205,207.0522618
301,173.5290036,217.2968679,232.4992557,207.7750424
302,174.3422199,218.46668,232.6575909,208.4888303
303,175.1224141,219.636492,232.8159261,209.1916107
304,175.8630988,220.8063041,232.9742613,209.8812214
305,176.5573244,221.9761162,233.1325965,210.5553457
306,177.1976604,223.1459282,233.2909317,211.2115068
307,177.776175,224.3157403,233.4492669,211.8470607
308,178.2844153,225.4855524,233.6076021,212.4591899
309,178.7133868,226.6553645,233.7659373,213.0448962
310,179.0535319,227.8251765,233.9242725,213.6009936
311,179.2947081,228.9949886,234.0826077,214.1241015
312,179.4261663,230.1648007,234.2409429,214.6106366
313,179.4365275,231.3346127,234.3992781,215.0568061
314,179.4365275,232.5044248,234.5576133,215.4995219
315,179.4365275,233.6742369,234.7159485,215.9422376
