cut,flute_1,flute_2,flute_3,
44,65.54371906,64.75980602,69.1334871,66.47900406
45,65.54371906,64.85947284,69.52732244,66.64350478
46,65.54371906,64.96773684,69.92300941,66.81148844
47,65.54371906,65.08568713,70.32113581,66.983514
48,65.54371906,65.21428344,70.72220197,67.16006816
49,65.54371906,65.35436259,71.12662555,67.34156907
50,65.54371906,65.50664473,71.53474627,67.52837002
51,65.54371906,65.67173932,71.94683041,67.72076293
52,65.54371906,65.85015104,72.36307514,67.91898175
53,65.54371906,66.04228544,72.78361282,68.12320577
54,65.54371906,66.24845443,73.208515,68.33356283
55,65.54371906,66.46888163,73.63779647,68.55013239
56,65.54371906,66.70370749,74.07141897,68.77294851
57,65.54371906,66.95299431,74.50929495,69.00200277
58,65.54371906,67.21673103,74.95129106,69.23724705
59,65.54371906,67.4948379,75.39723162,69.47859619
60,65.54371906,67.787171,75.84690187,69.72593064
61,65.54371906,68.09352659,76.3000512,69.97909895
62,65.54371906,68.41364529,76.75639617,70.23792017
63,65.54371906,68.74721616,77.21562347,70.50218623
64,65.54371906,69.0938806,77.67739272,70.77166413
65,65.54371906,69.45323612,78.14133923,71.04609814
66,65.54371906,69.82483999,78.60707661,71.32521189
67,65.58464803,70.20821271,79.07419922,71.62235332
68,65.89045864,70.60284141,79.54228463,72.01186156
69,66.21371695,71.00818308,80.01089589,72.41093197
70,66.55393858,71.42366764,80.47958375,72.81906332
71,66.9106077,71.84870103,80.94788874,73.23573249
72,67.28317974,72.28266799,81.41534322,73.66039698
73,67.67108395,72.72493484,81.88147329,74.09249736
74,68.07372593,73.17485215,82.34580059,74.53145956
75,68.49049008,73.63175725,82.8078441,74.97669714
76,68.92074185,74.09497664,83.26712176,75.42761342
77,69.36383003,74.56382831,83.72315207,75.88360347
78,69.8190889,75.03762397,84.17545561,76.34405616
79,70.28584028,75.51567114,84.6235564,76.80835594
80,70.76339554,75.99727516,85.06698331,77.27588467
81,71.25105747,76.48174113,85.50527131,77.7460233
82,71.74812216,76.9683757,85.93796266,78.21815351
83,72.25388071,77.45648882,86.36460805,78.69165919
84,72.76762093,77.94539538,86.78476767,79.16592799
85,73.28862893,78.43441676,87.19801218,79.64035262
86,73.81619066,78.92288232,87.60392369,80.11433222
87,74.3495934,79.41013074,88.00209657,80.58727357
88,74.88812711,79.89551141,88.39213832,81.05859228
89,75.4310858,80.37838559,88.77367027,81.52771389
90,75.97776878,80.8581276,89.14632832,81.9940749
91,76.52748184,81.33412589,89.50976354,82.45712376
92,77.07953845,81.80578408,89.86364278,82.91632177
93,77.6332608,82.27252187,90.20764919,83.37114395
94,78.18798081,82.73377594,90.54148272,83.82107982
95,78.74304115,83.18900074,90.86486054,84.26563414
96,79.29779609,83.63766927,91.17751744,84.7043276
97,79.85161241,84.07927373,91.47920614,85.13669743
98,80.40387017,84.51332619,91.76969765,85.562298
99,80.95396348,84.93935911,92.04878148,85.98070136
100,81.50130122,85.35692589,92.31626586,86.39149766
101,82.04530765,85.76560133,92.57197792,86.79429563
102,82.58542306,86.16498203,92.81576385,87.18872298
103,83.12110433,86.55468673,93.04748896,87.57442667
104,83.65182542,86.93435665,93.26703779,87.95107329
105,84.17707788,87.30365573,93.47431411,88.31834924
106,84.69637128,87.66227089,93.66924092,88.67596103
107,85.20923356,88.00991211,93.85176045,89.02363537
108,85.71521147,88.34631267,94.02183405,89.3611194
109,86.2138708,88.67122916,94.17944214,89.6881807
110,86.7047967,88.98444158,94.32458407,90.00460745
111,87.18759393,89.2857533,94.45727798,90.3102084
112,87.66188705,89.57499109,94.57756064,90.60481293
113,88.12732061,89.85200505,94.68548722,90.88827096
114,88.58355929,90.11666848,94.78113112,91.16045296
115,89.030288,90.3688778,94.86458369,91.42124983
116,89.46721198,90.60855238,94.935954,91.67057279
117,89.89405683,90.83563433,94.99536852,91.90835323
118,90.31056855,91.05008833,95.04297086,92.13454258
119,90.71651354,91.25190137,95.07892145,92.34911212
120,91.11167857,91.44108249,95.10339716,92.55205274
121,91.4958707,91.61766247,95.11659101,92.74337473
122,91.86891723,91.78169355,95.11871175,92.92310751
123,92.23066559,91.93324905,95.11871175,93.0942088
124,92.5809832,92.07242307,95.11871175,93.25737267
125,92.91975736,92.19933008,95.11871175,93.41259973
126,93.24689504,92.31410451,95.11871175,93.55990377
127,93.5623227,92.41690038,95.11871175,93.69931161
128,93.86598613,92.50789083,95.11871175,93.8308629
129,94.15785016,92.58726771,95.11871175,93.95460987
130,94.43789847,92.6552411,95.11871175,94.07061711
131,94.70613329,92.71203882,95.11871175,94.17896129
132,94.96257518,92.75790598,95.11871175,94.27973097
133,95.20726268,92.79310447,95.11871175,94.3730263
134,95.44025205,92.81791243,95.11871175,94.45895874
135,95.66161694,92.83262375,95.11871175,94.53765081
136,95.87144806,92.83754756,95.11871175,94.60923579
137,96.06985284,92.83754756,95.11871175,94.67537072
138,96.25695507,92.83754756,95.11871175,94.73773813
139,96.43289455,92.83754756,95.11871175,94.79638462
140,96.59782671,92.83754756,95.11871175,94.85136201
141,96.75192223,92.83754756,95.11871175,94.90272718
142,96.89536664,92.83754756,95.11871175,94.95054198
143,97.02835992,92.83754756,95.11871175,94.99487308
144,97.15111612,92.83754756,95.11871175,95.03579181
145,97.26386291,92.83754756,95.11871175,95.07337407
146,97.36684116,92.83754756,95.11871175,95.10770016
147,97.46030457,92.83754756,95.11871175,95.13885463
148,97.54451915,92.83754756,95.11871175,95.16692615
149,97.61976286,92.83754756,95.11871175,95.19200739
150,97.68632512,92.83754756,95.11871175,95.21419481
151,97.7445064,92.83754756,95.11871175,95.23358857
152,97.79461776,92.83754756,95.11871175,95.25029236
153,97.83698037,92.83754756,95.11871175,95.26441323
154,97.87192512,92.83754756,95.11871175,95.27606148
155,97.89979211,92.83754756,95.11871175,95.28535047
156,97.92093022,92.83754756,95.11871175,95.29239651
157,97.93569664,92.83754756,95.11871175,95.29731865
158,97.94445643,92.83754756,95.11871175,95.30023858
159,97.94758207,92.83754756,95.11871175,95.30128046
160,97.94758207,92.83754756,95.11871175,95.30128046
161,97.94758207,92.83754756,95.11871175,95.30128046
162,97.94758207,92.83754756,95.11871175,95.30128046
163,97.94758207,92.83754756,95.11871175,95.30128046
164,97.94758207,92.83754756,95.11871175,95.30128046
165,97.94758207,92.83754756,95.11871175,95.30128046
166,97.94758207,92.83754756,95.11871175,95.30128046
167,97.94758207,92.83754756,95.11871175,95.30128046
168,97.94758207,92.83754756,95.11871175,95.30128046
169,97.94758207,92.83754756,95.11871175,95.30128046
170,97.94758207,92.83754756,95.11871175,95.30128046
171,97.94758207,92.83754756,95.11871175,95.30128046
172,97.94758207,92.83754756,95.11871175,95.30128046
173,97.94758207,92.83754756,95.11871175,95.30128046
174,97.94758207,92.83754756,95.11871175,95.30128046
175,97.94758207,92.83754756,95.11871175,95.30128046
176,97.94758207,92.83754756,95.11871175,95.30128046
177,97.94758207,92.83754756,95.11871175,95.30128046
178,97.94758207,92.83754756,95.11871175,95.30128046
179,97.94758207,92.83754756,95.11871175,95.30128046
180,97.94758207,92.83754756,95.11871175,95.30128046
181,97.94758207,92.83754756,95.11871175,95.30128046
182,97.94758207,92.83754756,95.11871175,95.30128046
183,97.94758207,92.83754756,95.11871175,95.30128046
184,97.94758207,92.83754756,95.11871175,95.30128046
185,97.94758207,92.83754756,95.11871175,95.30128046
186,97.94758207,92.83754756,95.11871175,95.30128046
187,97.94758207,92.83754756,95.11871175,95.30128046
188,97.94758207,92.83754756,95.11871175,95.30128046
189,97.94758207,92.83754756,95.11871175,95.30128046
190,97.94758207,92.83754756,95.11871175,95.30128046
191,97.94758207,92.83754756,95.11871175,95.30128046
192,97.94758207,92.83754756,95.11871175,95.30128046
193,97.94758207,92.83754756,95.11871175,95.30128046
194,97.94758207,92.83754756,95.11871175,95.30128046
195,97.94758207,92.83754756,95.11871175,95.30128046
196,97.94758207,92.83754756,95.11871175,95.30128046
197,97.94758207,92.83754756,95.11871175,95.30128046
198,98.04939711,92.83754756,95.11871175,95.33521881
199,98.16385952,92.83754756,95.11871175,95.37337294
200,98.28908463,92.83754756,95.11871175,95.41511465
201,98.42538882,93.11895181,95.11871175,95.55435079
202,98.57308034,93.44953482,95.11871175,95.71377564
203,98.73245902,93.79772956,95.11871175,95.88296678
204,98.90381609,94.1637065,95.11871175,96.06207811
205,99.08743402,94.54762299,95.11871175,96.25125625
206,99.28358632,94.94962314,95.11871175,96.4506404
207,99.49253735,95.36983781,95.11871175,96.6603623
208,99.71454217,95.80838454,95.38992062,96.97094911
209,99.94984642,96.26536749,95.87059774,97.36193722
210,100.1986861,96.74087746,96.36895722,97.76950693
211,100.4612875,97.23499183,96.88499373,98.19375769
212,100.737867,97.74777459,97.41869002,98.6347772
213,101.0286311,98.27927631,97.97001698,99.09264146
214,101.3337761,98.82953419,98.53893374,99.56741468
215,101.6534881,99.39857206,99.12538773,100.0591493
216,101.9879429,99.98640043,99.72931479,100.567886
217,102.337306,100.5930165,100.3506392,101.0936539
218,102.7017323,101.2184044,100.989274,101.6364702
219,103.0813662,101.8625349,101.6451207,102.1963406
220,103.4763417,102.5253658,102.3180698,102.7732591
221,103.8867818,103.2068418,103.0080008,103.3672081
222,104.3127991,103.9068949,103.7147822,103.9781587
223,104.7544953,104.6254442,104.4382717,104.6060704
224,105.2119613,105.362396,105.1783164,105.2508912
225,105.6852774,106.1176442,105.9347532,105.9125583
226,106.1745129,106.8910702,106.7074082,106.5909971
227,106.6797264,107.6825431,107.4960979,107.2861225
228,107.2009656,108.4919199,108.3006285,107.997838
229,107.7382675,109.3190454,109.1207964,108.7260364
230,108.2916583,110.1637529,109.9563887,109.4706
231,108.8611533,111.0258638,110.8071828,110.2314
232,109.4467572,111.9051881,111.6729471,111.0082975
233,110.048464,112.8015244,112.5534408,111.8011431
234,110.6662571,113.7146603,113.4484144,112.6097773
235,111.3001091,114.6443724,114.3576099,113.4340305
236,111.9499823,115.5904267,115.2807608,114.2737233
237,112.6158284,116.5525786,116.2175924,115.1286665
238,113.2975887,117.5305732,117.1678223,115.9986614
239,113.9951942,118.5241458,118.1311602,116.8835001
240,114.7085656,119.5330215,119.1073083,117.7829651
241,115.4376137,120.556916,120.0959617,118.6968305
242,116.1822389,121.5955358,121.0968085,119.6248611
243,116.942332,122.648578,122.10953,120.5668133
244,117.7177737,123.715731,123.133801,121.5224352
245,118.5084351,124.7966747,124.16929,122.4914666
246,119.3141778,125.8910804,125.2156595,123.4736392
247,120.1348537,126.9986117,126.2725664,124.4686773
248,120.9703056,128.1189241,127.3396619,125.4762972
249,121.8203669,129.2516656,128.4165922,126.4962082
250,122.6848622,130.3964771,129.5029982,127.5281125
251,123.5636069,131.5529925,130.5985163,128.5717052
252,124.4564079,132.7208389,131.7027786,129.6266751
253,125.3630635,133.8996371,132.8154126,130.6927044
254,126.2833633,135.0890018,133.9360422,131.7694691
255,127.2170889,136.2885418,135.0642876,132.8566394
256,128.1640137,137.4978605,136.1997656,133.9538799
257,129.1239033,138.716556,137.3420898,135.0608497
258,130.0965154,139.9442215,138.4908711,136.1772027
259,131.0816002,141.1804455,139.6457177,137.3025878
260,132.0789007,142.4248124,140.8062356,138.4366496
261,133.0881525,143.6769023,141.9720286,139.5790278
262,134.1090844,144.9362918,143.1426991,140.7293584
263,135.1414183,146.202554,144.3178475,141.8872733
264,136.1848696,147.475259,145.4970734,143.0524007
265,137.2391473,148.7539741,146.6799753,144.2243656
266,138.3039542,150.0382639,147.8661509,145.4027897
267,139.3789872,151.3276912,149.0551976,146.587292
268,140.4639374,152.6218167,150.2467126,147.7774889
269,141.5584906,153.9201996,151.4402933,148.9729945
270,142.6623269,155.2223977,152.6355373,150.1734206
271,143.7751217,156.5279683,153.832043,151.3783777
272,144.8965453,157.8364676,155.0294096,152.5874742
273,146.0262635,159.1474517,156.2272374,153.8003175
274,147.1639376,160.4604766,157.4251281,155.0165141
275,148.3092247,161.7750987,158.6226853,156.2356696
276,149.461778,163.090875,159.8195141,157.457389
277,150.621247,164.4073631,161.015222,158.6812774
278,151.7872777,165.724122,162.2094189,159.9069395
279,152.9595127,167.0407123,163.4017172,161.1339807
280,154.1375919,168.3566961,164.5917323,162.3620068
281,155.321152,169.6716378,165.7790826,163.5906241
282,156.5098275,170.9851038,166.9633899,164.8194404
283,157.7032503,172.2966636,168.1442796,166.0480645
284,158.9010505,173.6058893,169.3213807,167.2761068
285,160.1028562,174.9123562,170.4943265,168.5031796
286,161.3082938,176.2156432,171.6627542,169.7288971
287,162.5169886,177.5153329,172.8263058,170.9528758
288,163.7285644,178.8110119,173.9846277,172.1747347
289,164.9426445,180.102271,175.1373712,173.3940956
290,166.1588513,181.3887056,176.2841928,174.6105832
291,167.3768067,182.6699161,177.4247539,175.8238256
292,168.5961328,183.9455075,178.5587218,177.033454
293,169.8164512,185.2150905,179.6857691,178.2391036
294,171.0373842,186.4782811,180.8055743,179.4404132
295,172.2585545,187.7347013,181.917822,180.6370259
296,173.4795854,188.9839787,183.0222029,181.828589
297,174.7001014,190.2257477,184.1184139,183.0147543
298,175.9197281,191.4596487,185.2061586,184.1951785
299,177.1380923,192.685329,186.2851471,185.3695228
300,178.3548229,193.9024428,187.3550965,186.5374541
301,179.5695503,195.1106513,188.4157306,187.6986441
302,180.7819071,196.3096231,189.4667804,188.8527702
303,181.9915282,197.4990343,190.5079843,189.9995156
304,183.1980513,198.6785687,191.5390879,191.1385693
305,184.4011164,199.8479179,192.5598442,192.2696262
306,185.6003667,201.0067816,193.570014,193.3923874
307,186.7954486,202.1548679,194.5693657,194.5065607
308,187.9860118,203.291893,195.5576756,195.6118601
309,189.1717095,204.417582,196.5347279,196.7080065
310,190.352199,205.5316685,197.5003149,197.7947275
311,191.5271412,206.6338951,198.454237,198.8717578
312,192.6962013,207.7240132,199.3963026,199.938839
313,193.8590491,208.8017835,200.3263288,200.9957205
314,195.0153586,209.8669762,201.2441406,202.0421585
315,196.1648089,210.9193705,202.1495718,203.0779171
